"ID_Beneficiario","Fecha_Intervencion","Municipio","Tipo_Actividad","Genero","Edad","Tipo_Poblacion","Costo_Intervencion","Nivel_Satisfaccion"
561,2025-05-04,"Cúcuta","Adecuación de Aulas","Femenino",-12,"Estudiante",16000,NA
562,2025-05-27,"Ipiales","Formación a Docentes","Femenino",25,"Lider Comunitario",62000,3
563,2025-07-17,"cucuta","Formación a Docentes","Masculino",-3,"Docente",166000,4
564,2025-10-01,"Arauca","Adecuación de Aulas","Masculino",8,"Lider Comunitario",NA,5
565,2024-04-11,"Cúcuta","Adecuación de Aulas","Femenino",21,"Docente",137000,5
566,2024-02-07,NA,"Adecuación de Aulas","Femenino",15,"Lider Comunitario",113000,5
567,2025-12-17,"Ipiales","Adecuación de Aulas","Masculino",13,"Estudiante",117000,NA
568,2024-05-02,"Bucaramanga","Entrega de Kits Escolares","Femenino",14,"Estudiante",247000,3
569,2025-01-18,"Bucaramanga","Apoyo Psicosocial","Masculino",10,"Padre/Madre",84000,4
570,2025-10-05,"Bucaramanga","Apoyo Psicosocial","Femenino",24,"Lider Comunitario",122000,4
571,2025-06-17,"Pasto","Entrega de Kits Escolares","Masculino",18,"Lider Comunitario",245000,3
572,2025-06-09,"Bucaramanga","Entrega de Kits Escolares","Masculino",26,"Docente",155000,5
573,2025-02-07,"Tibú","Adecuación de Aulas","Masculino",9,"Docente",240000,5
574,2025-02-18,"Arauca","Entrega de Kits Escolares","M",10,"Estudiante",220000,4
575,2024-01-27,"Cúcuta","Formación a Docentes","Femenino",31,"Estudiante",195000,1
576,2024-04-17,"Bucaramanga","Formación a Docentes","Masculino",8,"Docente",32000,4
577,2025-12-10,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",6,"Lider Comunitario",80000,5
578,2025-04-18,"Pasto","Taller de Gestión del Riesgo","Femenino",-2,"Lider Comunitario",169000,4
579,2024-10-06,"Tibú","Entrega de Kits Escolares","M",24,"Docente",20000,4
580,2024-05-23,"Bucaramanga","Adecuación de Aulas","Masculino",23,"Estudiante",168000,5
581,2025-01-09,"Ipiales","Adecuación de Aulas","Masculino",21,"Lider Comunitario",89000,4
582,2025-07-30,"Tibú","Formación a Docentes","Femenino",19,"Lider Comunitario",118000,4
583,2024-03-08,"Cúcuta","Taller de Gestión del Riesgo","No binario",21,"Padre/Madre",88000,4
584,2025-12-30,"Cúcuta","Apoyo Psicosocial","Masculino",23,"Padre/Madre",24000,5
585,2024-11-11,"Ipiales","Entrega de Kits Escolares","Masculino",16,"Lider Comunitario",227000,2
586,2025-07-21,"Pasto","Formación a Docentes","Femenino",13,"Padre/Madre",28000,5
587,2025-12-23,"Bucaramanga","Entrega de Kits Escolares","Masculino",35,"Docente",146000,4
588,2024-01-10,NA,"Apoyo Psicosocial","Femenino",19,"Lider Comunitario",22000,3
589,2025-09-25,"Cúcuta","Formación a Docentes","Femenino",7,"Lider Comunitario",187000,4
590,2024-04-15,"Cúcuta","Taller de Gestión del Riesgo","Masculino",4,"Docente",112000,3
591,2025-12-10,"Ipiales","Apoyo Psicosocial","Femenino",5,"Padre/Madre",NA,4
592,2025-01-10,"Arauca","Apoyo Psicosocial","Masculino",12,"Docente",148000,4
593,2024-01-19,"Cúcuta","Adecuación de Aulas","M",24,"Padre/Madre",103000,4
594,2025-12-03,"Cúcuta","Formación a Docentes","F",3,"Lider Comunitario",220000,1
595,2025-07-20,"Bucaramanga","Adecuación de Aulas","Femenino",18,"Padre/Madre",52000,4
596,2024-08-17,"Bucaramanga","Formación a Docentes","Masculino",21,"Padre/Madre",199000,3
597,2025-08-19,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",17,"Estudiante",168000,4
598,2025-06-17,"Pamplona","Entrega de Kits Escolares","Femenino",5,"Docente",33000,4
599,2025-10-05,"Bucaramanga","Adecuación de Aulas","Masculino",5,"Estudiante",199000,3
600,2025-07-01,"Cúcuta","Taller de Gestión del Riesgo","Femenino",17,"Lider Comunitario",180000,2
601,2024-12-07,"Bucaramanga","Apoyo Psicosocial","M",6,"Docente",222000,4
602,2025-04-22,"Pasto","Taller de Gestión del Riesgo","Masculino",17,"Docente",NA,4
603,2024-07-21,"Cúcuta","Taller de Gestión del Riesgo","Masculino",13,"Estudiante",223000,4
604,2025-06-03,"Ipiales","Adecuación de Aulas","Femenino",24,"Padre/Madre",181000,2
605,2024-12-22,"Bucaramanga","Formación a Docentes","Femenino",12,"Padre/Madre",60000,4
606,2025-02-23,"Ipiales","Formación a Docentes","Masculino",4,"Docente",198000,4
607,2024-04-27,"Tibú","Taller de Gestión del Riesgo","Masculino",14,"Estudiante",238000,2
608,2024-12-29,"Pasto","Entrega de Kits Escolares","Masculino",5,"Lider Comunitario",155000,2
609,2025-09-29,"Tibú","Apoyo Psicosocial","Femenino",33,"Lider Comunitario",21000,3
610,2024-06-23,NA,"Apoyo Psicosocial","Femenino",19,"Padre/Madre",70000,4
611,2025-12-16,"Tibú","Entrega de Kits Escolares","Femenino",12,"Estudiante",202000,3
612,2024-10-25,"Cúcuta","Adecuación de Aulas","Masculino",14,"Lider Comunitario",NA,3
613,2024-10-27,"Bucaramanga","Entrega de Kits Escolares","Femenino",32,"Estudiante",209000,3
614,2025-03-24,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",26,"Lider Comunitario",NA,5
615,2025-11-03,"Tibú","Adecuación de Aulas","Femenino",-1,"Lider Comunitario",105000,4
616,2025-05-06,"Pasto","Apoyo Psicosocial","F",6,"Docente",134000,NA
617,2024-04-14,"Cúcuta","Formación a Docentes","F",16,"Lider Comunitario",193000,NA
618,2025-03-28,"Cúcuta","Formación a Docentes","Femenino",16,"Lider Comunitario",35000,5
619,2024-06-28,"Bucaramanga ","Entrega de Kits Escolares","Femenino",9,"Lider Comunitario",160000,4
620,2025-06-24,"Tibú","Apoyo Psicosocial","Masculino",10,"Padre/Madre",144000,3
621,2024-08-05,"Tibú","Formación a Docentes","Masculino",11,"Docente",157000,2
622,2025-06-29,NA,"Entrega de Kits Escolares","Masculino",17,"Estudiante",165000,4
623,2024-04-28,"Arauca","Adecuación de Aulas","Masculino",-2,"Lider Comunitario",163000,4
624,2025-06-17,"Bucaramanga","Formación a Docentes","Masculino",21,"Estudiante",85000,3
625,2025-08-16,"Bucaramanga","Formación a Docentes","Masculino",18,"Lider Comunitario",117000,5
626,2025-07-09,"Tibú","Entrega de Kits Escolares","Femenino",32,"Docente",226000,3
627,2024-11-03,"Cúcuta","Apoyo Psicosocial","Femenino",35,"Docente",192000,2
628,2025-08-15,"Bucaramanga","Formación a Docentes","Masculino",18,"Padre/Madre",19000,NA
629,2025-05-22,"Cúcuta","Taller de Gestión del Riesgo","Masculino",18,"Estudiante",212000,5
630,2025-06-18,NA,"Adecuación de Aulas","Masculino",19,"Padre/Madre",163000,4
631,2024-06-23,"Bucaramanga","Adecuación de Aulas","Masculino",19,"Estudiante",167000,3
632,2024-03-13,"Tibú","Formación a Docentes","Masculino",16,"Lider Comunitario",178000,4
633,2024-04-17,"Pasto","Adecuación de Aulas","Femenino",22,"Docente",68000,2
634,2025-01-19,"Tibú ","Formación a Docentes","Femenino",15,"Estudiante",192000,2
635,2025-11-23,"Bucaramanga","Formación a Docentes","F",30,"Estudiante",33000,3
636,2024-03-28,"Bucaramanga","Adecuación de Aulas","Femenino",14,"Docente",61000,NA
637,2025-06-30,"Pamplona","Entrega de Kits Escolares","No binario",-7,"Padre/Madre",147000,5
638,2024-05-19,"Cúcuta","Apoyo Psicosocial","Masculino",17,"Estudiante",163000,4
639,2024-03-18,"Cúcuta","Taller de Gestión del Riesgo","No binario",22,"Docente",134000,4
640,2024-11-17,"Cúcuta","Adecuación de Aulas","Masculino",-7,"Docente",175000,2
641,2024-11-16,"Arauca","Adecuación de Aulas","Masculino",6,"Lider Comunitario",130000,3
642,2024-09-11,"Bucaramanga","Taller de Gestión del Riesgo","No binario",19,"Padre/Madre",63000,5
643,2025-02-16,"Bucaramanga","Formación a Docentes","Masculino",1,"Padre/Madre",91000,4
644,2024-06-13,"Bucaramanga","Formación a Docentes","Masculino",17,"Lider Comunitario",37000,NA
645,2025-03-26,"Arauca","Adecuación de Aulas","No binario",-4,"Lider Comunitario",2e+05,5
646,2024-04-17,"Pamplona ","Taller de Gestión del Riesgo","M",32,"Estudiante",240000,5
647,2024-09-02,NA,"Taller de Gestión del Riesgo","Masculino",14,"Estudiante",NA,5
648,2025-03-24,"Bucaramanga ","Taller de Gestión del Riesgo","mujer",26,"Lider Comunitario",109000,4
649,2025-09-14,"Ipiales","Taller de Gestión del Riesgo","Femenino",33,"Docente",198000,3
650,2025-12-10,"Pamplona","Formación a Docentes","Femenino",8,"Estudiante",114000,4
651,2024-03-27,"Bucaramanga","Formación a Docentes","No binario",16,"Padre/Madre",58000,4
652,2024-09-24,"Cúcuta","Apoyo Psicosocial","F",33,"Lider Comunitario",116000,3
653,2025-02-19,"Cúcuta","Formación a Docentes","mujer",3,"Estudiante",134000,5
654,2025-08-23,"Bucaramanga","Apoyo Psicosocial","Femenino",14,"Docente",221000,NA
655,2025-06-07,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",16,"Lider Comunitario",242000,4
656,2024-06-03,"Bucaramanga","Formación a Docentes","Femenino",15,"Docente",220000,3
657,2025-07-25,"Ipiales","Apoyo Psicosocial","Masculino",22,"Docente",164000,4
658,2024-05-18,"Cúcuta","Formación a Docentes","Femenino",17,"Padre/Madre",182000,4
659,2024-12-08,NA,"Adecuación de Aulas","Masculino",29,"Lider Comunitario",239000,5
660,2025-07-22,"Pasto","Entrega de Kits Escolares","Femenino",11,"Estudiante",46000,4
661,2025-01-17,"Bucaramanga","Adecuación de Aulas","Masculino",33,"Docente",44000,4
662,2024-10-29,"Ipiales","Entrega de Kits Escolares","Masculino",31,"Padre/Madre",148000,4
663,2025-04-03,"Pamplona","Adecuación de Aulas","Masculino",24,"Estudiante",211000,1
664,2024-09-11,"Bucaramanga","Entrega de Kits Escolares","mujer",-3,"Lider Comunitario",146000,NA
665,2025-12-04,"Pasto","Adecuación de Aulas","Masculino",18,"Padre/Madre",81000,5
666,2024-10-24,"Ipiales","Formación a Docentes","Femenino",24,"Lider Comunitario",241000,NA
667,2025-11-28,"Bucaramanga","Apoyo Psicosocial","Femenino",21,"Estudiante",135000,4
668,2025-02-03,"Ipiales","Entrega de Kits Escolares","Masculino",20,"Docente",97000,5
669,2025-03-22,"Tibú","Apoyo Psicosocial","Femenino",2,"Lider Comunitario",65000,4
670,2024-12-20,"Bucaramanga","Formación a Docentes","Femenino",13,"Lider Comunitario",196000,4
671,2025-04-17,"Bucaramanga","Apoyo Psicosocial","Femenino",-2,"Lider Comunitario",217000,4
672,2025-01-19,"Arauca","Adecuación de Aulas","Masculino",7,"Padre/Madre",NA,4
673,2024-03-10,"Bucaramanga","Adecuación de Aulas","Masculino",26,"Docente",57000,4
674,2025-09-14,"Pamplona","Entrega de Kits Escolares","F",18,"Docente",48000,1
675,2024-03-13,"Arauca","Apoyo Psicosocial","Femenino",33,"Docente",151000,2
676,2025-07-12,"Pasto","Taller de Gestión del Riesgo","No binario",33,"Docente",248000,5
677,2024-11-25,"Cúcuta","Apoyo Psicosocial","No binario",-7,"Docente",234000,3
678,2024-06-13,"Ipiales","Entrega de Kits Escolares","Masculino",32,"Padre/Madre",227000,4
679,2024-11-20,"Cúcuta","Apoyo Psicosocial","Femenino",12,"Docente",76000,4
680,2025-03-09,"Ipiales","Adecuación de Aulas","M",22,"Estudiante",243000,NA
681,2024-12-11,"Bucaramanga","Adecuación de Aulas","Masculino",31,"Lider Comunitario",180000,4
682,2024-11-15,"Arauca","Entrega de Kits Escolares","Masculino",5,"Docente",NA,4
683,2025-07-29,"Pamplona","Taller de Gestión del Riesgo","Masculino",27,"Padre/Madre",63000,3
684,2024-06-06,"Pasto","Taller de Gestión del Riesgo","Femenino",-1,"Docente",218000,4
685,2025-05-03,"Tibú","Taller de Gestión del Riesgo","Masculino",17,"Docente",140000,3
686,2024-04-29,"Tibú","Apoyo Psicosocial","Masculino",5,"Estudiante",120000,2
687,2025-04-23,"Pamplona","Adecuación de Aulas","Masculino",0,"Lider Comunitario",NA,3
688,2025-10-22,"Ipiales","Formación a Docentes","Femenino",-6,"Docente",64000,5
689,2024-07-16,"Pasto","Taller de Gestión del Riesgo","Femenino",5,"Estudiante",203000,4
690,2025-08-19,"Pasto","Entrega de Kits Escolares","mujer",32,"Lider Comunitario",101000,5
691,2024-09-24,"Bucaramanga","Entrega de Kits Escolares","hombre",14,"Docente",248000,2
692,2024-10-02,"Tibú","Adecuación de Aulas","M",12,"Estudiante",87000,5
693,2025-02-23,"Pasto","Taller de Gestión del Riesgo","Masculino",5,"Estudiante",36000,5
694,2024-08-27,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",-3,"Padre/Madre",16000,3
695,2025-07-02,"Cúcuta","Apoyo Psicosocial","Masculino",-8,"Padre/Madre",17000,4
696,2024-05-13,"Pasto","Formación a Docentes","Masculino",12,"Docente",NA,3
697,2025-04-25,"Ipiales","Taller de Gestión del Riesgo","Masculino",13,"Estudiante",66000,1
698,2025-10-12,"Tibú","Taller de Gestión del Riesgo","Masculino",26,"Docente",195000,4
699,2024-12-18,"Cúcuta","Adecuación de Aulas","Masculino",31,"Padre/Madre",209000,3
700,2024-06-23,"Bucaramanga","Apoyo Psicosocial","Femenino",15,"Padre/Madre",202000,5
701,2024-11-26,"Ipiales","Entrega de Kits Escolares","No binario",12,"Padre/Madre",230000,5
702,2024-04-09,"Arauca","Formación a Docentes","Masculino",21,"Lider Comunitario",111000,3
703,2024-11-17,"Arauca","Formación a Docentes","Femenino",-2,"Docente",104000,2
704,2025-01-04,"Bucaramanga","Entrega de Kits Escolares","Masculino",24,"Estudiante",123000,5
705,2025-12-17,"Ipiales","Apoyo Psicosocial","Masculino",20,"Docente",46000,4
706,2025-07-11,"Ipiales","Formación a Docentes","M",12,"Docente",202000,4
707,2025-03-07,"Bucaramanga","Formación a Docentes","Femenino",32,"Estudiante",169000,4
708,2025-08-12,"Bucaramanga","Formación a Docentes","M",18,"Padre/Madre",104000,5
709,2024-05-24,"Bucaramanga","Formación a Docentes","Femenino",-11,"Estudiante",141000,4
710,2025-12-07,"Pamplona","Formación a Docentes","Masculino",2,"Padre/Madre",240000,4
711,2025-07-21,"Pasto","Adecuación de Aulas","F",26,"Lider Comunitario",238000,4
712,2024-09-24,"Tibú","Taller de Gestión del Riesgo","Femenino",15,"Padre/Madre",167000,3
713,2025-01-29,"Pasto","Apoyo Psicosocial","Femenino",13,"Docente",124000,4
714,2025-09-21,"Bucaramanga","Apoyo Psicosocial","Femenino",16,"Lider Comunitario",96000,4
715,2025-08-05,"Cúcuta ","Formación a Docentes","Masculino",13,"Padre/Madre",228000,4
716,2025-09-21,"Bucaramanga","Apoyo Psicosocial","Femenino",23,"Padre/Madre",136000,4
717,2025-08-29,"Bucaramanga","Adecuación de Aulas","Masculino",11,"Estudiante",228000,4
718,2025-06-20,"Ipiales","Taller de Gestión del Riesgo","F",29,"Padre/Madre",NA,NA
719,2025-10-11,"Arauca","Adecuación de Aulas","Masculino",19,"Padre/Madre",90000,3
720,2024-03-18,"Cúcuta","Adecuación de Aulas","Masculino",33,"Lider Comunitario",239000,4
721,2024-05-25,"Cúcuta","Entrega de Kits Escolares","Masculino",35,"Estudiante",77000,3
722,2025-07-08,"Cúcuta","Formación a Docentes","No binario",14,"Lider Comunitario",32000,1
723,2025-08-02,"Arauca","Entrega de Kits Escolares","Femenino",1,"Padre/Madre",148000,5
724,2025-10-16,"Cúcuta","Taller de Gestión del Riesgo","Masculino",21,"Lider Comunitario",207000,4
725,2024-02-23,"Cúcuta","Adecuación de Aulas","Femenino",14,"Padre/Madre",241000,4
726,2025-05-03,"Bucaramanga","Entrega de Kits Escolares","Masculino",22,"Padre/Madre",234000,3
727,2024-09-16,"Ipiales","Formación a Docentes","F",16,"Estudiante",225000,2
728,2025-10-28,"Pasto","Formación a Docentes","M",10,"Lider Comunitario",16000,4
729,2025-01-18,"Cúcuta","Formación a Docentes","Masculino",24,"Docente",242000,2
730,2024-10-03,"Ipiales","Formación a Docentes","Femenino",15,"Padre/Madre",155000,4
731,2025-03-15,"Bucaramanga","Apoyo Psicosocial","F",7,"Padre/Madre",134000,4
732,2025-02-15,"Cúcuta","Adecuación de Aulas","Femenino",8,"Docente",45000,5
733,2024-06-29,"Pamplona","Apoyo Psicosocial","Masculino",19,"Lider Comunitario",156000,3
734,2025-08-29,"Arauca","Adecuación de Aulas","Masculino",9,"Lider Comunitario",55000,1
735,2025-08-18,"Pamplona","Taller de Gestión del Riesgo","No binario",7,"Estudiante",101000,3
736,2024-01-13,"Bucaramanga","Apoyo Psicosocial","Femenino",22,"Estudiante",222000,3
737,2025-01-13,"Ipiales","Taller de Gestión del Riesgo","Femenino",19,"Lider Comunitario",131000,5
738,2024-05-02,"Ipiales","Formación a Docentes","Masculino",25,"Estudiante",NA,4
739,2024-10-15,"Bucaramanga","Formación a Docentes","Masculino",17,"Lider Comunitario",142000,5
740,2024-10-13,"Pamplona","Apoyo Psicosocial","Masculino",8,"Estudiante",192000,4
741,2025-11-05,"NA ","Entrega de Kits Escolares","Femenino",11,"Docente",192000,4
742,2025-11-11,NA,"Formación a Docentes","Femenino",6,"Padre/Madre",223000,NA
743,2024-07-13,"Ipiales","Formación a Docentes","Masculino",24,"Docente",169000,1
744,2024-01-01,"Pasto","Taller de Gestión del Riesgo","Masculino",14,"Docente",102000,2
745,2024-08-07,"Tibú","Taller de Gestión del Riesgo","F",23,"Estudiante",75000,4
746,2024-07-16,"Tibú","Formación a Docentes","F",16,"Estudiante",140000,3
747,2025-10-30,"Pamplona","Apoyo Psicosocial","Masculino",12,"Padre/Madre",60000,3
748,2024-05-06,"Pasto","Apoyo Psicosocial","Femenino",11,"Estudiante",35000,4
749,2024-11-11,"Pamplona","Formación a Docentes","Femenino",21,"Estudiante",16000,3
750,2025-04-07,"Pamplona","Entrega de Kits Escolares","Femenino",23,"Docente",226000,3
751,2024-10-26,"Cúcuta","Adecuación de Aulas","Femenino",14,"Padre/Madre",108000,3
752,2024-10-29,"Ipiales","Taller de Gestión del Riesgo","Masculino",29,"Estudiante",236000,5
753,2024-11-04,"Pamplona","Entrega de Kits Escolares","Femenino",11,"Estudiante",170000,5
754,2025-07-11,"Cúcuta","Adecuación de Aulas","Femenino",30,"Lider Comunitario",53000,2
755,2025-10-29,"Pasto","Formación a Docentes","Femenino",37,"Padre/Madre",83000,4
756,2025-12-14,"Bucaramanga","Apoyo Psicosocial","Femenino",11,"Padre/Madre",124000,3
757,2025-01-01,"Cúcuta","Entrega de Kits Escolares","Femenino",29,"Lider Comunitario",86000,3
758,2024-09-14,"Bucaramanga","Formación a Docentes","Masculino",15,"Padre/Madre",78000,2
759,2024-10-31,"Cúcuta","Entrega de Kits Escolares","Masculino",18,"Lider Comunitario",124000,4
760,2024-02-10,"Cúcuta","Adecuación de Aulas","F",6,"Estudiante",59000,4
761,2024-03-17,"Ipiales","Apoyo Psicosocial","M",-4,"Lider Comunitario",20000,4
762,2025-08-25,"Bucaramanga","Apoyo Psicosocial","No binario",-5,"Docente",245000,3
763,2025-09-30,"Cúcuta","Entrega de Kits Escolares","Femenino",17,"Lider Comunitario",15000,5
764,2025-12-25,"Cúcuta","Adecuación de Aulas","Masculino",17,"Docente",130000,4
765,2025-05-23,"Bucaramanga","Taller de Gestión del Riesgo","F",7,"Padre/Madre",122000,4
766,2025-09-04,"Pasto","Taller de Gestión del Riesgo","Femenino",2,"Docente",214000,4
767,2025-09-23,"Tibú","Apoyo Psicosocial","Masculino",-5,"Docente",165000,5
768,2024-02-10,"Tibú","Entrega de Kits Escolares","Femenino",39,"Lider Comunitario",41000,5
769,2025-11-30,"Bucaramanga","Formación a Docentes","Femenino",24,"Docente",78000,3
770,2024-04-17,"Bucaramanga","Entrega de Kits Escolares","Masculino",1,"Lider Comunitario",112000,2
771,2024-04-28,"Cúcuta","Entrega de Kits Escolares","Femenino",25,"Padre/Madre",235000,4
772,2025-02-15,"Arauca","Adecuación de Aulas","Femenino",28,"Docente",151000,5
773,2025-04-12,"Pamplona","Adecuación de Aulas","Femenino",14,"Lider Comunitario",64000,4
774,2025-01-16,"Bucaramanga","Entrega de Kits Escolares","Femenino",3,"Padre/Madre",93000,4
775,2024-11-25,"Arauca","Entrega de Kits Escolares","hombre",11,"Estudiante",68000,4
776,2025-04-25,"Bucaramanga","Entrega de Kits Escolares","Femenino",4,"Docente",NA,4
777,2024-06-12,"Cúcuta","Entrega de Kits Escolares","mujer",6,"Docente",27000,3
778,2025-08-29,"Bucaramanga","Apoyo Psicosocial","Femenino",11,"Docente",26000,4
779,2025-09-24,"Ipiales","Taller de Gestión del Riesgo","Masculino",25,"Padre/Madre",104000,5
780,2024-06-07,"Pasto","Formación a Docentes","Masculino",-14,"Lider Comunitario",246000,5
781,2025-10-23,"Tibú","Adecuación de Aulas","Femenino",7,"Estudiante",181000,4
782,2025-12-08,"Tibú","Entrega de Kits Escolares","Masculino",14,"Padre/Madre",196000,5
783,2025-07-20,"Ipiales","Adecuación de Aulas","Femenino",24,"Docente",94000,3
784,2025-09-06,"Bucaramanga","Entrega de Kits Escolares","Femenino",12,"Estudiante",135000,4
785,2025-05-08,"Cúcuta","Apoyo Psicosocial","Masculino",-5,"Padre/Madre",31000,3
786,2024-01-11,"Bucaramanga","Entrega de Kits Escolares","Masculino",150,"Lider Comunitario",42000,1
787,2025-08-23,"Bucaramanga","Formación a Docentes","mujer",4,"Estudiante",180000,4
788,2025-05-10,"Pamplona","Taller de Gestión del Riesgo","F",29,"Estudiante",95000,5
789,2025-08-09,"Bucaramanga","Formación a Docentes","M",26,"Estudiante",128000,4
790,2025-07-09,"Bucaramanga","Adecuación de Aulas","Masculino",23,"Docente",17000,4
791,2024-08-11,"Pamplona","Adecuación de Aulas","Femenino",30,"Docente",165000,5
792,2024-08-04,"Tibú","Entrega de Kits Escolares","Masculino",2,"Estudiante",29000,5
793,2024-07-13,"Tibú","Adecuación de Aulas","F",13,"Estudiante",165000,NA
794,2025-01-25,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",5,"Docente",133000,4
795,2024-03-10,"Pamplona","Adecuación de Aulas","hombre",10,"Lider Comunitario",90000,5
796,2025-04-24,"Tibú","Formación a Docentes","M",16,"Padre/Madre",148000,4
797,2025-10-23,"Pasto","Formación a Docentes","Masculino",16,"Estudiante",249000,2
798,2024-01-30,"Pamplona","Entrega de Kits Escolares","Femenino",21,"Estudiante",33000,5
799,2024-01-10,"Bucaramanga","Entrega de Kits Escolares","Masculino",10,"Estudiante",143000,3
800,2024-01-31,"Bucaramanga","Apoyo Psicosocial","M",20,"Padre/Madre",151000,5
801,2024-08-25,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",16,"Docente",157000,4
802,2024-03-24,"Bucaramanga","Apoyo Psicosocial","F",20,"Lider Comunitario",66000,5
803,2025-01-04,"Arauca","Formación a Docentes","Masculino",22,"Estudiante",137000,4
804,2024-11-20,"Pamplona","Taller de Gestión del Riesgo","mujer",-1,"Estudiante",216000,5
805,2025-01-06,"Arauca","Entrega de Kits Escolares","Femenino",22,"Lider Comunitario",119000,4
806,2024-01-01,"Pamplona","Taller de Gestión del Riesgo","Masculino",13,"Estudiante",122000,NA
807,2025-02-15,"Arauca","Entrega de Kits Escolares","No binario",24,"Padre/Madre",245000,4
808,2024-12-12,"Arauca","Apoyo Psicosocial","Femenino",15,"Padre/Madre",NA,5
809,2024-12-13,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",4,"Docente",249000,4
810,2025-01-04,"Ipiales","Entrega de Kits Escolares","Masculino",40,"Estudiante",197000,4
811,2024-05-02,"Arauca","Apoyo Psicosocial","Masculino",36,"Docente",165000,4
812,2025-10-15,"Arauca","Formación a Docentes","Masculino",17,"Docente",151000,5
813,2024-05-19,"Arauca","Formación a Docentes","Masculino",9,"Estudiante",92000,5
814,2024-07-29,"Tibú","Taller de Gestión del Riesgo","Masculino",13,"Lider Comunitario",36000,5
815,2024-06-14,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",15,"Lider Comunitario",68000,4
816,2024-01-03,"Bucaramanga","Apoyo Psicosocial","Masculino",15,"Docente",111000,3
817,2025-12-16,"Ipiales","Apoyo Psicosocial","No binario",16,"Docente",21000,4
818,2025-09-18,"Bucaramanga","Adecuación de Aulas","Femenino",19,"Padre/Madre",236000,4
819,2025-10-31,"Tibú","Formación a Docentes","Femenino",34,"Padre/Madre",245000,4
820,2024-07-07,"Bucaramanga","Formación a Docentes","Masculino",21,"Lider Comunitario",210000,4
821,2024-09-25,"Bucaramanga","Apoyo Psicosocial","F",7,"Estudiante",1e+05,5
822,2024-06-23,"Ipiales","Adecuación de Aulas","F",28,"Estudiante",59000,4
823,2025-01-16,"Arauca","Adecuación de Aulas","Masculino",21,"Estudiante",NA,4
824,2024-08-09,"Pamplona","Apoyo Psicosocial","M",10,"Padre/Madre",81000,4
825,2025-04-02,"Cúcuta","Entrega de Kits Escolares","Femenino",22,"Estudiante",106000,5
826,2025-11-14,"Pasto","Entrega de Kits Escolares","Masculino",8,"Lider Comunitario",136000,4
827,2025-05-18,"Tibú","Entrega de Kits Escolares","Masculino",2,"Lider Comunitario",25000,3
828,2025-06-02,"Pasto","Formación a Docentes","No binario",17,"Estudiante",NA,4
829,2024-02-07,"Cúcuta","Formación a Docentes","Femenino",25,"Estudiante",219000,5
830,2025-03-22,"Bucaramanga","Taller de Gestión del Riesgo","Femenino",21,"Padre/Madre",90000,4
831,2024-05-10,"Arauca","Adecuación de Aulas","Femenino",25,"Estudiante",129000,5
832,2024-06-09,"Bucaramanga","Entrega de Kits Escolares","M",8,"Docente",NA,2
833,2024-09-05,"Cúcuta","Adecuación de Aulas","Masculino",16,"Docente",NA,1
834,2024-07-04,"Bucaramanga","Adecuación de Aulas","Masculino",13,"Lider Comunitario",48000,4
835,2024-08-26,"Pasto","Taller de Gestión del Riesgo","Femenino",8,"Docente",169000,4
836,2025-07-31,"Pasto","Formación a Docentes","Femenino",12,"Lider Comunitario",170000,5
837,2024-02-05,"Pamplona","Formación a Docentes","Masculino",0,"Lider Comunitario",22000,5
838,2024-12-14,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",4,"Lider Comunitario",174000,2
839,2025-09-19,"Pamplona","Formación a Docentes","Masculino",19,"Padre/Madre",37000,4
840,2025-06-20,"Tibú","Entrega de Kits Escolares","Masculino",9,"Lider Comunitario",87000,3
841,2025-09-06,NA,"Taller de Gestión del Riesgo","Femenino",22,"Estudiante",249000,5
842,2024-03-10,"Arauca","Adecuación de Aulas","Femenino",9,"Estudiante",69000,4
843,2025-07-26,"Arauca","Apoyo Psicosocial","Masculino",19,"Lider Comunitario",224000,3
844,2025-09-25,"Pasto","Taller de Gestión del Riesgo","Femenino",-1,"Lider Comunitario",60000,4
845,2024-08-21,"Tibú","Entrega de Kits Escolares","Femenino",14,"Padre/Madre",233000,3
846,2025-09-07,"Ipiales","Adecuación de Aulas","hombre",24,"Lider Comunitario",154000,5
847,2025-04-19,"Bucaramanga","Taller de Gestión del Riesgo","Masculino",5,"Docente",71000,4
848,2025-03-19,"Pamplona","Entrega de Kits Escolares","Femenino",30,"Lider Comunitario",211000,3
849,2024-11-01,"Cúcuta","Formación a Docentes","mujer",17,"Docente",NA,1
850,2024-04-20,"Bucaramanga","Apoyo Psicosocial","Femenino",20,"Lider Comunitario",69000,3
851,2025-02-24,"Pasto","Taller de Gestión del Riesgo","Femenino",30,"Estudiante",98000,5
852,2025-06-07,"Pamplona ","Taller de Gestión del Riesgo","Masculino",8,"Docente",147000,5
